customer_id,age,gender,state,city,postal_code,latitude,longitude
94238.0,19,M,Arizona,Chandler,85249,33.21770439,-111.8686687
98035.0,31,M,Ohio,Columbus,43228,39.95885109,-83.12695264
72639.0,40,M,Pennsylvania,Stonybrook,17402,39.95849696,-76.65863082
48572.0,33,M,New York,New York,10312,40.54692262,-74.18333614
82160.0,17,M,Colorado,Boulder,80302,40.03480224,-105.3605427
33495.0,18,M,California,Chico,95973,39.89575345,-121.8607479
19767.0,51,M,Georgia,Marietta,30008,33.89606569,-84.58920458
3462.0,40,M,California,Santa Rosa,95403,38.50298752,-122.7541707
76081.0,16,M,Texas,Amarillo,79106,35.20274061,-101.8876646
19997.0,15,F,New York,New York,10451,40.82048086,-73.92393293
4513.0,13,F,Georgia,Rome,30161,34.23613251,-85.17100831
87785.0,45,F,Pennsylvania,Aliquippa,15001,40.59342402,-80.32008118
3984.0,17,F,Arizona,Phoenix,85019,33.50978826,-112.1431624
18017.0,41,F,Kansas,Wichita,67212,37.70214828,-97.43620098
66662.0,41,F,North Carolina,Charlotte,28269,35.33763,-80.80307492
45448.0,17,F,California,Alhambra,91801,34.0906275,-118.1278323
4182.0,57,F,Texas,Dayton,77535,30.05366438,-94.92002736
62417.0,45,F,New York,New York,10453,40.85245242,-73.91423907
13912.0,47,F,Idaho,Coeur d'Alene,83815,47.72477456,-116.7860796
46646.0,67,M,New York,New York,10467,40.87509936,-73.87188358
70871.0,47,M,Arizona,Tempe,85281,33.42912905,-111.9304854
35946.0,21,M,California,Hawthorne,90250,33.91419704,-118.3489669
53923.0,67,M,Colorado,Colorado Springs,80907,38.87934186,-104.8245428
51787.0,35,M,Texas,Austin,78717,30.49051791,-97.76535955
42371.0,46,M,California,Huntington Park,90255,33.9772463,-118.2172943
79542.0,40,M,California,Los Angeles,91364,34.15606568,-118.5957503
16897.0,58,M,Rhode Island,North Providence,2904,41.86029754,-71.43570406
11654.0,31,M,Florida,Fruitville,34232,27.3261703,-82.47258092
30304.0,31,M,Illinois,Barrington Hills,60010,42.15100976,-88.16508143
79831.0,26,F,New York,New York,11101,40.74701937,-73.94088973
59070.0,59,F,Virginia,Richmond,23224,37.49807649,-77.46692097
58128.0,42,F,Virginia,Montrose,23231,37.44205824,-77.31820901
56130.0,22,F,Colorado,Thornton,80241,39.92869373,-104.9549866
48419.0,48,F,Massachusetts,Milton,2186,42.24000751,-71.08370049
28365.0,28,F,California,Fremont,94536,37.57220891,-121.9855182
64678.0,39,F,New York,New York,11207,40.66740401,-73.89200881
90070.0,18,F,Oregon,Eugene,97401,44.06796588,-123.0819502
95435.0,36,F,Wisconsin,Racine,53405,42.72672002,-87.82545988
94449.0,27,F,California,Corcoran,93212,36.03582031,-119.5386909
63045.0,52,F,Illinois,Chicago Heights,60411,41.50785083,-87.59145419
53979.0,30,F,Iowa,Ames,50010,42.03294842,-93.59109706
13238.0,49,M,New York,New York,11208,40.67241245,-73.87186362
41693.0,22,M,Colorado,Parker,80134,39.48255418,-104.7701836
26173.0,70,M,Hawaii,Kapolei,96707,21.34140397,-158.0944637
94642.0,27,M,California,Winchester,92596,33.64272735,-117.0759704
81753.0,13,M,Maryland,Eldersburg,21784,39.4015794,-76.97244682
25604.0,15,M,New York,New York,11219,40.6325705,-73.99676576
43839.0,13,M,California,Fresno,93726,36.79361686,-119.7615026
53708.0,66,M,Virginia,Newport News,23602,37.11065658,-76.53197298
82729.0,59,M,California,Beaumont,92223,33.93941967,-116.9853095
12244.0,36,M,Michigan,East Lansing,48823,42.76020378,-84.45061004
167.0,49,M,Florida,Kings Point,33446,26.45528823,-80.18543802
26504.0,48,F,New York,New York,11222,40.72980794,-73.95068833
54630.0,41,F,North Carolina,Greensboro,27406,35.99842086,-79.76670839
36770.0,26,F,New York,Watertown,13601,43.96912178,-75.91100908
19829.0,35,F,Wisconsin,Menasha,54952,44.19420902,-88.3427291
41795.0,23,F,California,Los Angeles,90011,34.00687914,-118.2586281
26426.0,15,F,North Carolina,Laurinburg,28352,34.76421896,-79.45293201
61045.0,25,F,New York,New York,11420,40.6737959,-73.81764295
91734.0,36,M,New York,New York,11223,40.5968943,-73.973329
51345.0,62,M,Texas,El Paso,79925,31.79756837,-106.3658828
45255.0,69,M,Colorado,Aurora,80013,39.66065974,-104.7683103
90641.0,34,M,New York,New York,11226,40.64694096,-73.95741171
74935.0,44,M,California,Valle Vista,92544,33.65843085,-116.8705369
89414.0,24,M,Pennsylvania,Williamsport,17701,41.34567043,-76.88416818
99326.0,36,M,Hawaii,Pearl City,96782,21.43492889,-157.9461762
27365.0,43,M,Utah,Taylorsville,84123,40.65832859,-111.9216775
73017.0,42,M,Delaware,North Star,19711,39.71377604,-75.74004681
16733.0,35,M,Texas,Mission Bend,77083,29.69309797,-95.64893474
53172.0,60,M,Massachusetts,Salem,1970,42.51362292,-70.90211216
44015.0,56,M,North Carolina,Asheville,28806,35.55865627,-82.6163883
11674.0,17,F,New York,New York,11232,40.65590856,-74.00683766
61196.0,32,F,Wisconsin,Kaukauna,54130,44.31810144,-88.24359583
70789.0,17,F,New York,New York,10457,40.84565137,-73.89798946
88052.0,69,F,Texas,Leander,78641,30.55704265,-97.91328977
76460.0,38,F,Florida,Spring Hill,34608,28.48271014,-82.55322734
64100.0,41,F,New York,New York,11236,40.63755673,-73.89783528
49878.0,45,F,Alaska,Ester,99709,64.86519412,-148.2451182
97183.0,59,F,Arizona,Glendale,85302,33.567859,-112.1780499
15491.0,46,F,Texas,Tyler,75703,32.23877347,-95.32031024
89299.0,52,F,Utah,Taylorsville,84129,40.65286127,-111.9620643
81164.0,28,M,New York,New York,11354,40.76840991,-73.82861489
96018.0,23,M,Minnesota,Faribault,55021,44.29431414,-93.2742962
6444.0,70,M,New York,New York,11364,40.74593479,-73.75722025
31032.0,17,M,New York,New York,11223,40.5968943,-73.973329
63438.0,52,M,Illinois,Orland Park,60462,41.62522187,-87.83280408
40973.0,17,M,New Jersey,Howell Township,7731,40.14927483,-74.1993281
32503.0,48,M,Texas,Laredo,78046,27.37426907,-99.35083131
95376.0,58,M,Colorado,Fort Collins,80525,40.53072315,-105.035464
68063.0,69,M,California,San Marcos,92069,33.17813094,-117.1585053
33168.0,67,M,Arizona,Mesa,85203,33.45058926,-111.8046068
84640.0,19,M,Maryland,Potomac,20854,39.03335161,-77.22060176
42836.0,40,F,New York,New York,11369,40.76350321,-73.86864032
28761.0,25,F,Louisiana,Houma,70360,29.55545313,-90.84960394
20865.0,67,F,New York,New York,11373,40.73858273,-73.87869308
71544.0,43,F,Michigan,Grand Blanc Township,48439,42.91827668,-83.62439005
75716.0,40,F,Texas,Burleson,76028,32.52547927,-97.30697099
27410.0,58,F,Alabama,Huntsville,35801,34.72596807,-86.55401821
21288.0,42,M,New York,New York,11375,40.72268326,-73.843796
87466.0,34,M,Minnesota,Burnsville,55337,44.77773026,-93.27403534
83432.0,27,M,North Carolina,Morganton,28655,35.75883323,-81.73999743
90346.0,38,M,California,Merced,95341,37.22569159,-120.5000013
45768.0,44,M,New York,New York,11385,40.70201929,-73.89042731
18513.0,65,M,Louisiana,New Orleans,70461,30.22805716,-89.68763672
46376.0,17,M,Texas,Deer Park,77536,29.69572898,-95.11782884
6471.0,27,M,California,Antioch,94531,37.96084695,-121.7809908
43887.0,18,M,Texas,Cedar Park,78613,30.50569948,-97.820055
87463.0,66,M,Texas,Garland,75040,32.92882411,-96.62194385
52114.0,35,M,Texas,Jollyville,78729,30.45943303,-97.75105555
28272.0,55,M,Florida,Silver Springs Shores,34472,29.11824167,-81.99683989
64073.0,35,M,Virginia,Bellwood,23237,37.40195895,-77.45538899
14233.0,68,M,California,Auburn,95603,38.917146,-121.0715739
38794.0,12,M,New York,New York,11419,40.68874277,-73.8229161
50525.0,33,M,South Carolina,North Charleston,29485,32.94722122,-80.19053456
84809.0,65,M,Texas,Lewisville,75067,33.02208303,-96.99505699
35229.0,70,M,New York,New York,11234,40.6055252,-73.90862696
13553.0,56,M,Florida,Zephyrhills,33542,28.23538737,-82.17708117
69263.0,22,M,Texas,League City,77573,29.49727435,-95.09144539
37153.0,52,M,Michigan,Eastpointe,48021,42.46567639,-82.94590842
78267.0,54,M,Washington,Lacey,98503,47.02497527,-122.7997427
66998.0,58,F,New York,New York,11420,40.6737959,-73.81764295
78713.0,69,F,Oregon,Hillsboro,97123,45.44372928,-122.9830639
11551.0,18,F,Arizona,Phoenix,85032,33.62644818,-112.0038115
40773.0,42,M,New York,New York,11421,40.69370444,-73.85833323
33061.0,35,M,Iowa,Ames,50014,42.05085639,-93.69778249
29444.0,52,M,Ohio,Toledo,43615,41.65093381,-83.67327447
7037.0,53,M,Massachusetts,Brockton,2301,42.07787801,-71.04233611
11024.0,62,M,Alabama,Montgomery,36116,32.27384604,-86.21682948
76813.0,64,M,New York,New York,11435,40.70137987,-73.80970862
45651.0,23,M,Tennessee,Memphis,38109,35.03483871,-90.14803744
46625.0,51,M,California,Sacramento,95834,38.64487764,-121.5212015
66286.0,61,M,Colorado,Aurora,80013,39.66065974,-104.7683103
24065.0,26,M,Georgia,Gainesville,30507,34.260116,-83.76672163
38923.0,16,M,New York,Glen Cove,11542,40.87071112,-73.62843387
97585.0,66,M,Virginia,Newington,22153,38.74430568,-77.23462221
438.0,41,M,New York,Selden,11784,40.86890634,-73.04071942
80816.0,24,M,New Jersey,Belleville,7109,40.79513136,-74.1620088
60558.0,30,M,Texas,Euless,76039,32.8593349,-97.07351136
63260.0,65,M,New York,New York,11356,40.7874842,-73.84761299
74686.0,31,M,New York,Central Islip,11722,40.78321851,-73.19705948
80079.0,56,M,Nebraska,Omaha,68107,41.20841337,-95.95191722
6787.0,65,M,Florida,Saint Augustine Shores,32086,29.75554477,-81.30176108
17594.0,48,M,California,El Centro,92243,32.77494831,-115.6037908
18491.0,66,M,Michigan,Detroit,48221,42.42712956,-83.14851949
55508.0,44,M,Texas,Austin,78748,30.16383039,-97.82468935
9012.0,62,M,Pennsylvania,Mechanicsburg,17055,40.17824134,-76.99915134
26194.0,43,M,Arizona,Tempe,85282,33.39429656,-111.932376
28645.0,65,M,California,San Diego,92124,32.82667933,-117.0892147
16268.0,43,M,Arkansas,Texarkana,71854,33.43612936,-93.88925235
56335.0,16,M,North Carolina,Durham,27704,36.04036649,-78.8266395
9923.0,41,M,California,San Diego,92119,32.81256788,-117.0352066
42603.0,51,F,New York,Commack,11725,40.84042404,-73.2806418
58217.0,60,F,Tennessee,Nashville,37013,36.04072592,-86.63857994
35450.0,51,F,Illinois,Chicago,60628,41.69155566,-87.61836454
61466.0,15,F,Arizona,Phoenix,85037,33.49069774,-112.2676938
71658.0,20,F,Illinois,Villa Park,60181,41.87865304,-87.97574452
38447.0,33,F,Mississippi,Biloxi,39532,30.49621309,-88.96507493
69664.0,14,F,Illinois,Aurora,60505,41.76530281,-88.29345958
95213.0,14,F,California,Pomona,91767,34.08151728,-117.7384615
83350.0,53,F,California,Los Angeles,90062,34.00350136,-118.309036
46826.0,69,F,New York,New York,10462,40.84217251,-73.85723543
62657.0,62,F,New York,Levittown,11756,40.72540424,-73.51663395
52824.0,65,F,California,Gardena,90249,33.90146186,-118.3171494
71744.0,14,F,Tennessee,Dickson,37055,36.07796085,-87.44279327
10121.0,58,F,Georgia,Putney,31705,31.49889524,-84.04430245
26631.0,60,F,California,Fresno,93726,36.79361686,-119.7615026
1330.0,29,F,Michigan,Beechwood,49424,42.84159606,-86.13497432
19462.0,43,F,Arizona,Casa Grande,85122,32.92911657,-111.7457894
80264.0,69,F,California,Lompoc,93436,34.60480533,-120.4065369
33851.0,63,F,Wisconsin,West Allis,53214,43.02075542,-88.01544061
26920.0,37,F,Connecticut,Torrington,6790,41.83733796,-73.12919907
26094.0,24,M,New York,Riverhead,11901,40.9339771,-72.64226675
29327.0,61,M,Oklahoma,Broken Arrow,74012,36.05346399,-95.80465001
93846.0,38,M,New Mexico,Albuquerque,87123,35.04304409,-106.486568
37638.0,39,M,Arizona,Peoria,85345,33.57155442,-112.2461783
88219.0,36,M,Indiana,Greenwood,46143,39.59525302,-86.11117926
65325.0,56,M,Colorado,Denver,80204,39.73467962,-105.0207282
25825.0,58,M,Arizona,Scottsdale,85260,33.61016633,-111.8920796
79806.0,22,F,New York,Rotterdam,12303,42.74908272,-73.92637901
83310.0,28,F,California,Martinez,94553,37.98704192,-122.1443568
53635.0,52,F,Texas,Garland,75040,32.92882411,-96.62194385
36107.0,58,F,Washington,Mercer Island,98040,47.56777429,-122.2324754
89350.0,30,F,Florida,Jacksonville,32218,30.4828862,-81.67526295
64578.0,15,M,New York,Poughkeepsie,12601,41.70134048,-73.91483513
47693.0,56,M,Florida,St. Petersburg,33710,27.78982225,-82.72990331
86431.0,43,M,New York,New York,10314,40.60085425,-74.1637798
11150.0,60,M,Virginia,Dale City,22193,38.64334556,-77.34835872
54870.0,57,M,Arizona,Tucson,85756,32.07193931,-110.9066658
35438.0,61,M,Ohio,Cleveland Heights,44118,41.50199323,-81.55629612
86787.0,64,M,California,Santa Rosa,95401,38.44902926,-122.792245
62725.0,69,M,New York,Oswego,13126,43.43918079,-76.46065344
36789.0,36,M,Texas,Houston,77077,29.75039492,-95.61552234
30858.0,67,M,California,Yucaipa,92399,34.04345985,-117.0019517
82732.0,38,F,New York,Pittsford,14534,43.05638594,-77.52070661
45451.0,30,F,North Carolina,Raleigh,27603,35.66500487,-78.66283153
63502.0,65,F,New Jersey,Neptune Township,7753,40.21624731,-74.07898963
4311.0,58,F,Georgia,Tifton,31794,31.44217634,-83.44296974
69125.0,48,F,Nebraska,Omaha,68134,41.29817832,-96.05087138
73877.0,49,F,New York,New York,11419,40.68874277,-73.8229161
38369.0,48,M,Florida,Crawfordville,32327,30.1946706,-84.31612681
84789.0,33,M,Georgia,Jefferson,30549,34.10698184,-83.5794396
29311.0,62,F,Pennsylvania,Weigelstown,17315,40.02289331,-76.86518495
1895.0,51,M,Pennsylvania,Lancaster,17602,40.01303499,-76.24793989
86959.0,22,M,Texas,San Antonio,78247,29.57838231,-98.41386039
41380.0,68,M,Pennsylvania,Doylestown,18901,40.30629764,-75.15047846
82883.0,70,M,Florida,Wesley Chapel,33543,28.20076065,-82.30204122
94356.0,26,M,Texas,Houston,77017,29.68968087,-95.25301734
74305.0,37,M,Oregon,Tigard,97223,45.44056292,-122.7790327
78801.0,40,M,Mississippi,Corinth,38834,34.91642862,-88.56365502
16373.0,47,M,Massachusetts,Chelmsford,1824,42.5913198,-71.35566228
62362.0,67,M,West Virginia,Morgantown,26505,39.65398967,-79.9479284
76900.0,18,M,Virginia,Hampton,23669,37.05197388,-76.33921669
78805.0,70,F,Massachusetts,Wakefield,1880,42.50339468,-71.06582107
96005.0,58,F,Washington,Everett,98208,47.9012039,-122.1867583
95534.0,36,F,Maryland,Baltimore,21218,39.32970547,-76.60148594
70611.0,25,F,Colorado,Denver,80211,39.76729372,-105.0199906
4800.0,62,F,Pennsylvania,Southampton,18966,40.18756126,-75.0057361
72249.0,17,F,North Carolina,Cary,27511,35.76317519,-78.784271
15860.0,69,F,New York,Fairport,14450,43.0910439,-77.41687481
256.0,63,F,Virginia,Aquia Harbour,22554,38.43320917,-77.37717634
67402.0,26,F,Pennsylvania,Spring House,19002,40.18412911,-75.21098996
17195.0,12,F,Illinois,Danville,61832,40.13521255,-87.63289299
64408.0,47,F,Texas,Rowlett,75089,32.93180016,-96.55078209
27708.0,65,F,California,Gardena,90249,33.90146186,-118.3171494
6156.0,65,F,California,Sanger,93657,36.80171597,-119.4224553
408.0,40,F,Texas,Arlington,76013,32.71998937,-97.15544422
77680.0,30,M,Pennsylvania,Yardley,19067,40.19529275,-74.80968944
68642.0,20,M,Idaho,Rexburg,83440,43.8153559,-111.843299
16779.0,70,M,Nevada,Las Vegas,89117,36.14258641,-115.2797297
11120.0,32,M,Pennsylvania,Havertown,19083,39.97710797,-75.31226522
80378.0,42,M,Ohio,Marion,43302,40.59591851,-83.13431746
4737.0,66,M,Illinois,Crystal Lake,60014,42.23141423,-88.32744475
37378.0,30,M,Kansas,Wichita,67216,37.60782983,-97.31499298
84491.0,40,M,New Jersey,Linden,7036,40.6232268,-74.23813271
24559.0,19,M,Utah,South Jordan,84095,40.55858241,-111.9416872
7175.0,36,M,Nevada,Las Vegas,89121,36.12085702,-115.0910173
15657.0,34,M,Pennsylvania,Philadelphia,19115,40.09201821,-75.04369424
80037.0,67,M,Utah,Tooele,84074,40.59096319,-112.2678088
32270.0,26,M,Colorado,Centennial,80015,39.62566873,-104.7822578
51834.0,46,M,Idaho,Idaho Falls,83401,43.53942107,-111.8925045
40800.0,20,M,Georgia,Stonecrest,30058,33.7378955,-84.10725973
93744.0,31,M,South Carolina,Mount Pleasant,29464,32.8186944,-79.85858382
87934.0,66,M,New York,Webster,14580,43.21908012,-77.44503942
23165.0,64,M,North Carolina,Raleigh,27615,35.89768026,-78.63662388
21195.0,31,M,Pennsylvania,Allentown,18102,40.60763696,-75.47612781
42590.0,42,M,Arizona,Scottsdale,85255,33.67846147,-111.8555607
36137.0,51,M,California,Rocklin,95765,38.81978122,-121.275139
52768.0,65,F,Pennsylvania,Philadelphia,19124,40.01719114,-75.09383178
3353.0,20,F,Florida,Town 'n' Country,33615,28.00309307,-82.58383969
19415.0,29,F,California,Lynwood,90262,33.92358856,-118.2005292
89398.0,68,F,California,Pico Rivera,90660,33.98970699,-118.0900303
89179.0,55,F,Iowa,Davenport,52806,41.58861729,-90.62777966
33683.0,40,F,California,Castro Valley,94546,37.71536547,-122.0820979
29895.0,14,F,Pennsylvania,Philadelphia,19134,39.98965252,-75.10738854
85480.0,66,F,Washington,Bellingham,98226,48.79716883,-122.4427617
23331.0,38,F,California,Santa Clarita,91387,34.40827394,-118.387261
93670.0,63,F,Nevada,Spanish Springs,89436,39.61186716,-119.6989061
41670.0,30,F,Texas,Austin,78759,30.40289607,-97.76096376
66473.0,53,F,Florida,Boynton Beach,33435,26.5257842,-80.06079217
11787.0,61,M,Pennsylvania,Philadelphia,19138,40.05595504,-75.15946431
60358.0,42,M,Arizona,Flagstaff,86001,35.3061322,-111.6610274
94964.0,15,M,Michigan,Westland,48185,42.33576032,-83.38359198
66927.0,60,M,Florida,Miami,33142,25.8119386,-80.23852571
95878.0,47,F,Pennsylvania,Philadelphia,19145,39.91365891,-75.19167845
67430.0,53,F,Texas,Brownsville,78520,25.98655614,-97.60085137
78557.0,28,F,Pennsylvania,Philadelphia,19146,39.93928457,-75.1839896
97825.0,57,F,California,Pomona,91767,34.08151728,-117.7384615
9414.0,23,F,Texas,Missouri City,77459,29.52135074,-95.53471006
24191.0,20,F,Ohio,Columbus,43207,39.89198431,-82.9695884
13828.0,19,M,Pennsylvania,West Goshen,19382,39.92828865,-75.61521543
75837.0,41,M,Texas,El Paso,79907,31.70623632,-106.3238734
55882.0,41,M,New Jersey,Camden,8105,39.95636884,-75.09361273
49614.0,69,M,Indiana,Bloomington,47404,39.21879031,-86.58947916
45396.0,17,M,Missouri,Kansas City,64151,39.23229343,-94.65063876
77469.0,61,M,Pennsylvania,Lansdale,19446,40.23170554,-75.30217409
46764.0,61,M,Ohio,Piqua,45356,40.1608323,-84.23348059
47400.0,36,M,Illinois,Edwardsville,62025,38.82765772,-89.93068837
41075.0,58,M,Oklahoma,Oklahoma City,73099,35.53392599,-97.76593044
72035.0,63,F,Pennsylvania,Reiffton,19606,40.3372065,-75.85853952
25541.0,60,F,Indiana,New Castle,47362,39.93032765,-85.3697096
42422.0,65,F,Texas,McAllen,78504,26.33709382,-98.23216705
97857.0,59,F,South Carolina,Rock Hill,29732,34.96732665,-81.08136743
89582.0,66,F,Oregon,Portland,97229,45.5505713,-122.8120312
43210.0,53,F,Michigan,Westland,48186,42.29489914,-83.37454924
92832.0,65,F,Delaware,North Star,19711,39.71377604,-75.74004681
86918.0,29,F,Virginia,Groveton,22306,38.75588565,-77.09232408
10995.0,61,F,Pennsylvania,West Norriton,19403,40.14954387,-75.38063421
96254.0,31,F,Georgia,Buford,30518,34.13185326,-84.02634444
96489.0,47,M,Delaware,Wilmington,19802,39.75558477,-75.5285164
2277.0,54,M,Wisconsin,Wausau,54401,44.96275129,-89.70858369
44790.0,58,M,California,San Marcos,92069,33.17813094,-117.1585053
89718.0,19,M,Pennsylvania,Bethlehem,18017,40.66263635,-75.390442
79117.0,38,M,South Carolina,Tega Cay,29708,35.04632064,-80.9872005
36478.0,21,M,Missouri,St. Peters,63376,38.78913086,-90.62670912
73111.0,55,M,Oregon,Albany,97321,44.64999842,-123.1327206
75591.0,69,M,Michigan,Lincoln Park,48146,42.24329077,-83.18112115
81984.0,27,M,Florida,Miami Beach,33140,25.82115582,-80.13666184
15468.0,12,M,Pennsylvania,Millbourne,19082,39.96035163,-75.27041565
65035.0,52,M,California,Garden Grove,92841,33.787206,-117.9820451
12793.0,33,M,New York,New York,10462,40.84217251,-73.85723543
15746.0,31,M,Delaware,Dover,19901,39.17878147,-75.47083133
98822.0,45,M,Florida,Jacksonville,32246,30.29346547,-81.51841819
7445.0,67,M,Florida,Palm Coast,32137,29.58116504,-81.23289658
12581.0,34,M,California,Modesto,95351,37.62321694,-120.9970633
35753.0,32,M,North Carolina,Raleigh,27609,35.84383836,-78.63275244
21578.0,52,M,Pennsylvania,Mechanicsburg,17055,40.17824134,-76.99915134
24722.0,20,M,Idaho,Idaho Falls,83402,43.53429583,-112.1811926
10628.0,64,M,Ohio,Findlay,45840,41.02699713,-83.64905915
30183.0,61,M,Ohio,Pepper Pike,44124,41.50012273,-81.46860891
4333.0,24,M,Colorado,Louisville,80027,39.94126086,-105.1724258
67275.0,16,M,Texas,Austin,78724,30.29173658,-97.6174913
86331.0,45,M,Arizona,Tempe,85284,33.33916807,-111.9345004
26449.0,35,M,Florida,Miami Beach,33139,25.78405363,-80.14873099
11011.0,49,M,Texas,Baytown,77521,29.80838324,-94.96294115
81297.0,40,M,Texas,Longview,75605,32.58300568,-94.72637978
15105.0,41,M,Wisconsin,Appleton,54915,44.24271415,-88.36226258
30513.0,53,M,California,Union City,94587,37.59531635,-122.0457808
23358.0,51,M,Arizona,Mesa,85208,33.40252398,-111.6292384
11891.0,12,M,Nevada,Reno,89512,39.55413515,-119.8007487
68268.0,35,M,Georgia,Augusta,30815,33.28131054,-82.08402083
59394.0,25,M,California,Yorba Linda,92886,33.89823459,-117.7987491
31986.0,21,M,Connecticut,Bridgeport,6604,41.16954298,-73.20093698
55989.0,16,M,Florida,Cape Coral,33914,26.56610672,-82.01307619
37783.0,45,M,Virginia,,20112,38.6539842,-77.42752508
48411.0,51,M,Illinois,Carol Stream,60188,41.91589754,-88.12970479
37700.0,25,M,Florida,Temple Terrace,33617,28.0390895,-82.39242783
89687.0,53,M,Arizona,Mesa,85207,33.47646159,-111.6293612
8648.0,16,M,Kentucky,Madisonville,42431,37.32990334,-87.47769913
89086.0,55,M,Texas,San Antonio,78229,29.50572457,-98.57245167
10798.0,64,M,Arizona,Phoenix,85018,33.50530402,-111.9859857
76268.0,41,M,Missouri,Concord,63128,38.49296901,-90.38248961
41226.0,31,M,California,Daly City,94014,37.69074857,-122.4474608
22318.0,12,M,Indiana,Indianapolis,46254,39.84601907,-86.26380754
99511.0,45,M,Arkansas,Searcy,72143,35.23050423,-91.73185025
95127.0,58,M,New York,South Blooming Grove,10950,41.31889546,-74.19911261
83458.0,30,M,North Carolina,Reidsville,27320,36.34346375,-79.65763289
30031.0,54,M,Minnesota,Ramsey,55303,45.28768538,-93.42392153
44044.0,67,M,Virginia,Annandale,22003,38.83080687,-77.21438694
13289.0,39,F,Virginia,Ashburn,20147,39.04115859,-77.48009503
59759.0,28,F,Texas,Frisco,75035,33.15879221,-96.774948
86410.0,64,F,North Carolina,Graham,27253,35.96033092,-79.34586827
89324.0,61,F,California,Port Hueneme,93041,34.14634962,-119.1574889
45392.0,22,F,Illinois,Chicago,60628,41.69155566,-87.61836454
96175.0,40,F,Pennsylvania,Ephrata Township,17522,40.17251888,-76.16933642
50686.0,15,F,Massachusetts,Franklin,2038,42.08617727,-71.41132951
