order_item_id,invoice_no,customer_id,product_id,transaction_date,retail_price,quantity,sales
140974,97036,77439,28913,2023-08-05 08:27:00+00:00,2.5899999141693115,2,5.179999828338623
140973,97036,77439,26374,2023-08-05 08:27:00+00:00,25.0,6,150.0
157999,108781,86912,26374,2023-07-29 12:27:00+00:00,25.0,4,100.0
3430,2367,1916,26374,2023-12-23 06:30:00+00:00,25.0,1,25.0
140975,97036,77439,22936,2023-08-05 08:27:00+00:00,42.0,3,126.0
140972,97035,77439,22296,2023-02-02 08:27:00+00:00,94.73999786376952,4,378.95999145507807
18058,12484,10023,22296,2023-03-17 16:45:00+00:00,94.73999786376952,5,473.6999893188476
7392,5127,4069,22296,2023-12-18 17:40:00+00:00,94.73999786376952,5,473.6999893188476
7350,5094,4037,22296,2023-10-24 13:26:00+00:00,94.73999786376952,1,94.73999786376952
168382,115969,92622,28774,2023-07-17 06:15:00+00:00,2.7799999713897705,2,5.559999942779541
180370,124252,99237,28774,2023-12-11 03:25:00+00:00,2.7799999713897705,8,22.239999771118164
168381,115969,92622,19031,2023-07-17 06:15:00+00:00,33.0,1,33.0
78225,53793,43100,19031,2023-12-24 18:28:00+00:00,33.0,5,165.0
168380,115969,92622,23240,2023-07-17 06:15:00+00:00,40.0,5,200.0
124775,85919,68527,23240,2023-11-08 00:03:00+00:00,40.0,1,40.0
168379,115969,92622,27687,2023-07-17 06:15:00+00:00,55.0,3,165.0
168377,115968,92622,20669,2023-08-15 06:15:00+00:00,74.0,1,74.0
82050,56433,45200,20669,2023-02-10 06:28:00+00:00,74.0,6,444.0
103444,71238,56908,20669,2023-09-16 02:08:00+00:00,74.0,2,148.0
168378,115968,92622,21127,2023-08-15 06:15:00+00:00,99.0,2,198.0
77698,53444,42825,21127,2023-12-18 00:04:00+00:00,99.0,1,99.0
124048,85408,68109,21127,2023-11-21 03:54:00+00:00,99.0,6,594.0
180369,124252,99237,25140,2023-12-11 03:25:00+00:00,25.0,4,100.0
99585,68541,54760,25140,2022-04-04 03:59:00+00:00,25.0,7,175.0
95504,65702,52488,25140,2023-02-10 14:38:00+00:00,25.0,1,25.0
59951,41292,33038,25140,2023-08-18 00:55:00+00:00,25.0,3,75.0
73445,50536,40479,25140,2023-01-08 01:15:00+00:00,25.0,1,25.0
180368,124252,99237,27565,2023-12-11 03:25:00+00:00,65.0,4,260.0
132969,91509,72974,27565,2023-01-03 06:51:00+00:00,65.0,2,130.0
28672,19820,15794,27565,2022-01-22 07:40:00+00:00,65.0,4,260.0
92697,63783,50982,28862,2022-03-02 08:02:00+00:00,2.950000047683716,7,20.65000033378601
100840,69420,55473,28862,2022-02-26 02:57:00+00:00,2.950000047683716,7,20.65000033378601
42946,29557,23623,28862,2022-09-11 09:54:00+00:00,2.950000047683716,4,11.800000190734863
92696,63783,50982,17335,2022-03-02 08:02:00+00:00,19.989999771118164,5,99.94999885559082
92700,63786,50982,28897,2023-10-05 08:02:00+00:00,24.989999771118164,1,24.989999771118164
113242,78036,62258,28897,2022-10-29 08:14:00+00:00,24.989999771118164,2,49.97999954223633
136962,94297,75237,28897,2023-08-28 09:28:00+00:00,24.989999771118164,5,124.94999885559082
92701,63786,50982,18713,2023-10-05 08:02:00+00:00,68.0,6,408.0
92702,63786,50982,24491,2023-10-05 08:02:00+00:00,119.9499969482422,3,359.8499908447266
100839,69420,55473,22580,2022-02-26 02:57:00+00:00,65.0,5,325.0
122480,84351,67275,28921,2023-12-30 17:41:00+00:00,2.950000047683716,8,23.600000381469727
122481,84351,67275,21972,2023-12-30 17:41:00+00:00,138.0,3,414.0
33863,23336,18643,21972,2022-11-12 04:33:00+00:00,138.0,3,414.0
122479,84350,67275,28674,2023-11-06 17:41:00+00:00,130.0,3,390.0
7896,5484,4333,28674,2023-07-12 16:58:00+00:00,130.0,5,650.0
28564,19751,15746,28674,2022-08-04 02:29:00+00:00,130.0,6,780.0
54796,37688,30183,28674,2023-06-08 16:52:00+00:00,130.0,1,130.0
102148,70318,56173,28589,2023-04-01 05:43:00+00:00,2.950000047683716,6,17.700000286102295
180612,124412,99360,14170,2023-12-18 11:45:00+00:00,2.950000047683716,8,23.600000381469727
180609,124410,99360,895,2023-09-22 11:45:00+00:00,16.5,5,82.5
171076,117806,94113,895,2022-09-22 02:59:00+00:00,16.5,4,66.0
61247,42216,33744,895,2023-09-04 03:16:00+00:00,16.5,5,82.5
180610,124410,99360,13473,2023-09-22 11:45:00+00:00,68.0,2,136.0
149887,103225,82437,13473,2023-06-01 07:17:00+00:00,68.0,4,272.0
180611,124411,99360,12061,2023-09-05 11:45:00+00:00,125.0,3,375.0
108861,75019,59871,12061,2023-01-14 14:59:00+00:00,125.0,2,250.0
115361,79478,63400,12061,2023-09-01 00:55:00+00:00,125.0,2,250.0
25144,17396,13844,15744,2023-03-04 16:18:00+00:00,2.950000047683716,4,11.800000190734863
25143,17395,13844,2018,2023-12-18 16:18:00+00:00,57.18999862670898,3,171.56999588012692
35623,24521,19555,9220,2022-01-13 11:18:00+00:00,2.950000047683716,6,17.700000286102295
35621,24521,19555,4226,2022-01-13 11:18:00+00:00,69.5,7,486.5
160188,110334,88148,4226,2023-07-08 16:21:00+00:00,69.5,5,347.5
35622,24521,19555,13286,2022-01-13 11:18:00+00:00,124.98999786376952,3,374.96999359130854
73106,50303,40291,13286,2022-03-01 10:27:00+00:00,124.98999786376952,3,374.96999359130854
125953,86753,69151,22204,2023-04-13 13:56:00+00:00,49.950000762939446,1,49.950000762939446
143559,98834,78858,22204,2023-06-27 17:40:00+00:00,49.950000762939446,1,49.950000762939446
125952,86753,69151,18364,2023-04-13 13:56:00+00:00,63.4900016784668,7,444.4300117492676
112064,77228,61635,18364,2023-02-17 13:56:00+00:00,63.4900016784668,1,63.4900016784668
147246,101393,80936,29064,2023-11-23 09:34:00+00:00,2.950000047683716,6,17.700000286102295
147245,101393,80936,29021,2023-11-23 09:34:00+00:00,40.02000045776367,8,320.1600036621094
17200,11904,9552,29021,2023-11-03 03:48:00+00:00,40.02000045776367,7,280.1400032043457
147247,101393,80936,22571,2023-11-23 09:34:00+00:00,62.0,6,372.0
176415,121487,96988,22571,2023-04-29 00:47:00+00:00,62.0,3,186.0
147244,101393,80936,19966,2023-11-23 09:34:00+00:00,84.20999908447266,3,252.62999725341797
84204,57923,46321,19966,2023-11-10 05:05:00+00:00,84.20999908447266,1,84.20999908447266
140818,96932,77358,19966,2023-07-22 03:04:00+00:00,84.20999908447266,3,252.62999725341797
150931,103924,82987,19966,2023-12-11 05:40:00+00:00,84.20999908447266,1,84.20999908447266
147248,101394,80936,24564,2023-11-20 09:34:00+00:00,14.06999969482422,5,70.34999847412111
147241,101392,80936,28731,2023-12-03 09:34:00+00:00,22.989999771118164,1,22.989999771118164
87506,60193,48115,28731,2022-06-17 16:00:00+00:00,22.989999771118164,4,91.95999908447266
40494,27858,22270,28731,2023-05-17 00:49:00+00:00,22.989999771118164,5,114.94999885559082
147243,101392,80936,26890,2023-12-03 09:34:00+00:00,23.989999771118164,1,23.989999771118164
158756,109333,87355,26890,2022-10-08 09:38:00+00:00,23.989999771118164,2,47.97999954223633
147242,101392,80936,23273,2023-12-03 09:34:00+00:00,39.450000762939446,1,39.450000762939446
147240,101392,80936,28582,2023-12-03 09:34:00+00:00,79.94999694824217,1,79.94999694824217
147250,101395,80936,27879,2023-09-21 09:34:00+00:00,46.5,2,93.0
90461,62242,49754,27879,2023-09-17 13:54:00+00:00,46.5,1,46.5
147249,101395,80936,28113,2023-09-21 09:34:00+00:00,59.0,2,118.0
8273,5738,4528,28113,2023-12-29 15:24:00+00:00,59.0,4,236.0
14663,10161,8084,28113,2023-05-20 07:01:00+00:00,59.0,4,236.0
31903,22022,17560,12354,2023-12-01 10:53:00+00:00,2.990000009536743,5,14.950000047683716
55959,38504,30825,12354,2023-06-11 04:48:00+00:00,2.990000009536743,4,11.960000038146973
31901,22022,17560,7136,2023-12-01 10:53:00+00:00,39.950000762939446,1,39.950000762939446
58140,40028,32051,7136,2022-03-02 02:25:00+00:00,39.950000762939446,3,119.85000228881833
180126,124074,99092,7136,2023-02-06 11:37:00+00:00,39.950000762939446,3,119.85000228881833
178161,122716,97948,7136,2022-06-12 13:30:00+00:00,39.950000762939446,3,119.85000228881833
31904,22022,17560,1118,2023-12-01 10:53:00+00:00,47.9900016784668,5,239.95000839233398
1123,763,609,1118,2022-10-29 02:00:00+00:00,47.9900016784668,3,143.9700050354004
31902,22022,17560,1307,2023-12-01 10:53:00+00:00,98.94999694824216,2,197.89999389648432
31909,22024,17560,6165,2023-06-11 10:53:00+00:00,21.950000762939453,5,109.75000381469727
125783,86639,69070,6165,2023-02-13 11:15:00+00:00,21.950000762939453,4,87.80000305175781
31910,22024,17560,3988,2023-06-11 10:53:00+00:00,39.5,2,79.0
31906,22023,17560,1720,2023-10-01 10:53:00+00:00,95.0,3,285.0
7117,4928,3912,1720,2023-10-05 11:28:00+00:00,95.0,1,95.0
76765,52824,42321,1720,2022-03-01 06:51:00+00:00,95.0,3,285.0
34248,23594,18853,1720,2023-03-28 03:57:00+00:00,95.0,5,475.0
31905,22023,17560,15183,2023-10-01 10:53:00+00:00,99.5,2,199.0
60702,41820,33436,15183,2023-05-07 00:06:00+00:00,99.5,2,199.0
31908,22023,17560,5593,2023-10-01 10:53:00+00:00,100.04000091552734,3,300.12000274658203
31907,22023,17560,3934,2023-10-01 10:53:00+00:00,228.0,5,1140.0
137217,94470,75391,3934,2023-01-19 09:58:00+00:00,228.0,4,912.0
68820,47321,37861,3934,2023-07-18 16:21:00+00:00,228.0,4,912.0
66875,46015,36839,9621,2023-12-28 04:39:00+00:00,2.990000009536743,6,17.94000005722046
153533,105727,84436,14752,2023-12-27 00:47:00+00:00,34.95000076293945,2,69.9000015258789
107702,74207,59257,14752,2023-11-03 00:45:00+00:00,34.95000076293945,1,34.95000076293945
115902,79850,63704,14752,2023-11-22 13:56:00+00:00,34.95000076293945,2,69.9000015258789
55958,38504,30825,11194,2023-06-11 04:48:00+00:00,26.600000381469727,6,159.60000228881836
155738,107233,85672,11194,2023-07-18 12:38:00+00:00,26.600000381469727,5,133.00000190734863
55957,38504,30825,608,2023-06-11 04:48:00+00:00,34.9900016784668,1,34.9900016784668
137224,94472,75392,608,2022-03-28 17:42:00+00:00,34.9900016784668,3,104.97000503540039
169570,116791,93291,608,2023-11-14 12:29:00+00:00,34.9900016784668,3,104.97000503540039
4985,3444,2746,608,2022-08-04 04:09:00+00:00,34.9900016784668,6,209.94001007080078
55956,38503,30825,15235,2023-06-23 04:48:00+00:00,79.5,3,238.5
59524,41011,32827,12351,2023-12-13 16:48:00+00:00,2.990000009536743,6,17.94000005722046
59523,41010,32827,1066,2023-12-09 16:48:00+00:00,60.0,1,60.0
119623,82390,65740,9972,2022-06-04 17:03:00+00:00,23.89999961853028,5,119.4999980926514
157101,108159,86412,9972,2023-08-27 10:08:00+00:00,23.89999961853028,4,95.59999847412112
119621,82390,65740,10682,2022-06-04 17:03:00+00:00,25.0,2,50.0
146695,101018,80635,10682,2023-10-03 07:28:00+00:00,25.0,6,150.0
119622,82390,65740,13078,2022-06-04 17:03:00+00:00,28.989999771118164,1,28.989999771118164
114856,79120,63101,13078,2022-11-18 07:49:00+00:00,28.989999771118164,1,28.989999771118164
119624,82390,65740,479,2022-06-04 17:03:00+00:00,80.0,7,560.0
38202,26311,21017,479,2023-05-24 09:43:00+00:00,80.0,7,560.0
119629,82392,65740,1434,2023-06-11 17:03:00+00:00,149.97000122070312,3,449.9100036621094
4949,3416,2721,1434,2022-11-08 09:01:00+00:00,149.97000122070312,2,299.94000244140625
175600,120933,96529,28972,2022-07-07 15:28:00+00:00,3.0899999141693115,8,24.719999313354492
175601,120934,96529,20028,2023-03-23 15:28:00+00:00,139.99000549316406,2,279.9800109863281
93028,64023,51158,628,2023-07-28 18:09:00+00:00,3.1099998950958248,4,12.439999580383299
144427,99441,79387,628,2022-04-25 10:55:00+00:00,3.1099998950958248,1,3.1099998950958248
95133,65437,52270,628,2023-08-01 04:12:00+00:00,3.1099998950958248,3,9.329999685287474
93029,64024,51158,7630,2023-05-16 18:09:00+00:00,14.210000038146973,3,42.63000011444092
95134,65438,52270,11346,2023-07-23 04:12:00+00:00,42.0,4,168.0
79020,54380,43572,15290,2023-10-30 05:28:00+00:00,8.989999771118164,3,26.969999313354492
79019,54380,43572,8133,2023-10-30 05:28:00+00:00,127.51000213623048,2,255.02000427246097
113970,78521,62633,15248,2023-11-12 08:00:00+00:00,3.1700000762939453,5,15.850000381469727
113969,78520,62633,11372,2023-12-29 08:00:00+00:00,12.989999771118164,2,25.979999542236328
113968,78519,62633,2064,2023-09-15 08:00:00+00:00,39.400001525878906,4,157.60000610351562
113967,78519,62633,2179,2023-09-15 08:00:00+00:00,44.5,4,178.0
39036,26888,21489,2179,2023-12-01 17:49:00+00:00,44.5,4,178.0
92396,63571,50813,2179,2022-01-01 11:42:00+00:00,44.5,2,89.0
121588,83736,66795,2179,2023-08-12 08:59:00+00:00,44.5,1,44.5
93039,64033,51165,28557,2023-11-28 06:12:00+00:00,3.25,2,6.5
93038,64033,51165,22954,2023-11-28 06:12:00+00:00,119.0,4,476.0
174730,120321,96035,22954,2023-05-20 06:16:00+00:00,119.0,4,476.0
91514,62968,50330,22954,2023-03-24 09:12:00+00:00,119.0,3,357.0
148570,102310,81695,22954,2023-10-12 15:31:00+00:00,119.0,5,595.0
80023,55064,44110,29025,2023-07-24 08:24:00+00:00,3.289999961853028,1,3.289999961853028
80021,55064,44110,21711,2023-07-24 08:24:00+00:00,30.200000762939453,6,181.20000457763672
80022,55064,44110,19765,2023-07-24 08:24:00+00:00,78.75,1,78.75
99019,68155,54456,19765,2022-02-06 10:29:00+00:00,78.75,4,315.0
163524,112626,89968,12580,2023-09-30 02:39:00+00:00,3.369999885559082,4,13.479999542236328
141120,97136,77520,9013,2022-02-16 17:52:00+00:00,3.390000104904175,6,20.34000062942505
141119,97136,77520,4369,2022-02-16 17:52:00+00:00,52.59000015258789,7,368.13000106811523
145314,100062,79885,13943,2022-07-26 07:45:00+00:00,3.400000095367432,2,6.800000190734864
145315,100062,79885,7085,2022-07-26 07:45:00+00:00,27.950000762939453,4,111.80000305175781
119836,82537,65858,7085,2023-06-09 17:46:00+00:00,27.950000762939453,4,111.80000305175781
145313,100062,79885,4351,2022-07-26 07:45:00+00:00,42.9900016784668,1,42.9900016784668
116681,80373,64102,4351,2023-12-27 10:52:00+00:00,42.9900016784668,6,257.9400100708008
145316,100062,79885,14855,2022-07-26 07:45:00+00:00,44.0,2,88.0
172641,118862,94933,14855,2022-01-10 11:48:00+00:00,44.0,5,220.0
178635,123050,98239,15834,2023-10-16 17:58:00+00:00,3.400000095367432,4,13.600000381469728
178631,123047,98239,607,2023-09-24 17:58:00+00:00,12.75,5,63.75
178630,123047,98239,5151,2023-09-24 17:58:00+00:00,39.9900016784668,4,159.9600067138672
60471,41649,33289,5151,2023-02-14 11:59:00+00:00,39.9900016784668,2,79.9800033569336
178633,123048,98239,1383,2023-11-28 17:58:00+00:00,24.96999931335449,2,49.93999862670898
6794,4707,3722,1383,2023-11-12 14:01:00+00:00,24.96999931335449,1,24.96999931335449
178632,123048,98239,4700,2023-11-28 17:58:00+00:00,51.869998931884766,3,155.6099967956543
71488,49161,39362,4700,2022-03-15 17:34:00+00:00,51.869998931884766,5,259.3499946594238
178634,123049,98239,3641,2023-08-31 17:58:00+00:00,60.040000915527344,2,120.08000183105469
19408,13426,10779,3641,2023-09-01 10:08:00+00:00,60.040000915527344,1,60.040000915527344
173824,119683,95552,28406,2023-05-18 13:18:00+00:00,3.4600000381469727,1,3.4600000381469727
173826,119684,95552,24766,2023-09-24 13:18:00+00:00,15.0,5,75.0
173825,119684,95552,18818,2023-09-24 13:18:00+00:00,45.9900016784668,2,91.9800033569336
30277,20925,16671,18818,2023-10-20 10:03:00+00:00,45.9900016784668,3,137.9700050354004
173827,119685,95552,23422,2023-09-01 13:18:00+00:00,17.950000762939453,5,89.75000381469727
137639,94753,75599,23422,2023-10-10 05:10:00+00:00,17.950000762939453,3,53.85000228881836
173828,119685,95552,27613,2023-09-01 13:18:00+00:00,49.0,3,147.0
65618,45143,36134,27613,2023-05-20 01:07:00+00:00,49.0,2,98.0
46703,32150,25741,28715,2022-08-29 09:38:00+00:00,3.4800000190734863,2,6.960000038146973
46702,32150,25741,28152,2022-08-29 09:38:00+00:00,89.94999694824217,3,269.8499908447265
46700,32149,25741,24756,2023-04-27 09:38:00+00:00,16.020000457763672,5,80.10000228881836
67525,46453,37175,24756,2023-11-18 04:01:00+00:00,16.020000457763672,3,48.060001373291016
46701,32149,25741,28915,2023-04-27 09:38:00+00:00,21.989999771118164,2,43.97999954223633
170662,117523,93892,28915,2023-12-06 07:05:00+00:00,21.989999771118164,8,175.9199981689453
109477,75438,60198,28915,2023-06-02 09:58:00+00:00,21.989999771118164,7,153.92999839782715
46699,32148,25741,26799,2022-05-30 09:38:00+00:00,48.0,2,96.0
16536,11430,9162,15784,2023-12-07 13:21:00+00:00,3.5,2,7.0
16537,11430,9162,5473,2023-12-07 13:21:00+00:00,39.9900016784668,3,119.97000503540039
160867,110798,88507,5473,2022-12-22 14:06:00+00:00,39.9900016784668,1,39.9900016784668
98315,67669,54056,28668,2023-09-11 07:05:00+00:00,3.5,5,17.5
98316,67669,54056,19989,2023-09-11 07:05:00+00:00,119.98999786376952,2,239.97999572753903
175253,120691,96330,19989,2023-05-05 16:07:00+00:00,119.98999786376952,1,119.98999786376952
98317,67670,54056,25262,2023-10-09 07:05:00+00:00,14.0,1,14.0
29630,20474,16324,15917,2023-12-02 12:44:00+00:00,3.5,5,17.5
77448,53273,42685,15917,2023-10-24 17:12:00+00:00,3.5,2,7.0
108580,74819,59716,15917,2022-04-15 01:44:00+00:00,3.5,5,17.5
29631,20474,16324,4463,2023-12-02 12:44:00+00:00,30.0,7,210.0
29632,20474,16324,467,2023-12-02 12:44:00+00:00,43.9900016784668,1,43.9900016784668
123597,85110,67873,467,2023-11-09 08:33:00+00:00,43.9900016784668,1,43.9900016784668
165874,114251,91263,467,2023-02-06 09:28:00+00:00,43.9900016784668,4,175.9600067138672
77449,53273,42685,35,2023-10-24 17:12:00+00:00,89.0,7,623.0
77447,53272,42685,11633,2022-11-24 17:12:00+00:00,69.0,6,414.0
73800,50789,40692,11633,2023-12-04 13:35:00+00:00,69.0,5,345.0
108581,74819,59716,4697,2022-04-15 01:44:00+00:00,240.0,3,720.0
106231,73174,58441,4697,2023-02-28 14:21:00+00:00,240.0,2,480.0
41723,28715,22952,14248,2023-11-17 09:58:00+00:00,3.5,3,10.5
41722,28714,22952,5801,2023-12-19 09:58:00+00:00,8.989999771118164,1,8.989999771118164
129966,89497,71331,5801,2023-05-07 02:03:00+00:00,8.989999771118164,5,44.94999885559082
45145,31067,24867,13696,2023-07-12 03:08:00+00:00,3.5,3,10.5
45144,31067,24867,2684,2023-07-12 03:08:00+00:00,24.989999771118164,4,99.95999908447266
138106,95069,75848,2684,2022-07-07 05:02:00+00:00,24.989999771118164,4,99.95999908447266
45146,31067,24867,7033,2023-07-12 03:08:00+00:00,29.40999984741211,2,58.81999969482422
151981,104644,83566,7033,2023-06-25 14:58:00+00:00,29.40999984741211,2,58.81999969482422
45143,31067,24867,3994,2023-07-12 03:08:00+00:00,98.0,4,392.0
128010,88154,70277,3994,2023-05-29 11:19:00+00:00,98.0,2,196.0
97794,67308,53769,3994,2022-10-01 03:56:00+00:00,98.0,3,294.0
100414,69124,55249,3994,2023-06-25 09:46:00+00:00,98.0,3,294.0
124752,85906,68515,3994,2022-08-26 00:15:00+00:00,98.0,5,490.0
45147,31068,24867,2336,2023-07-30 03:08:00+00:00,14.600000381469728,3,43.80000114440919
45149,31070,24867,8032,2022-04-20 03:08:00+00:00,34.5,2,69.0
45148,31069,24867,12939,2022-06-12 03:08:00+00:00,64.98999786376953,1,64.98999786376953
134489,92564,73840,12939,2022-06-24 01:04:00+00:00,64.98999786376953,2,129.97999572753906
140750,96882,77311,24843,2023-10-02 05:48:00+00:00,3.5999999046325684,6,21.59999942779541
149317,102823,82104,12689,2022-07-29 05:28:00+00:00,3.670000076293945,5,18.350000381469723
149316,102823,82104,3310,2022-07-29 05:28:00+00:00,67.98999786376953,4,271.9599914550781
